BuildingType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,NumberOfPropertyUseTypes,PrimaryProperty,SecondLargest,ThirdLargest,NombreAnnees
NONRESIDENTIAL,6,BALLARD,1929,1.0,3,0,35736,28970.0,6766.0,0.0,88.0,1148202.25,51.15,2,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,NOT CONCERNED,87
NONRESIDENTIAL,2,GREATER DUWAMISH,1941,1.0,1,0,51050,49500.0,0.0,0.0,10.0,1206165.75,27.75,1,STORAGE,NOT CONCERNED,NOT CONCERNED,75
NONRESIDENTIAL,2,GREATER DUWAMISH,1954,1.0,2,0,21900,21900.0,0.0,0.0,40.0,1302192.875,42.66,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,62
NONRESIDENTIAL,2,GREATER DUWAMISH,1952,1.0,1,0,16300,65164.0,0.0,0.0,100.0,150167.7969,1.6,1,STORAGE,NOT CONCERNED,NOT CONCERNED,64
NONRESIDENTIAL,2,GREATER DUWAMISH,1964,1.0,1,0,33462,33462.0,0.0,0.0,1.0,1386445.375,9.67,1,STORAGE,NOT CONCERNED,NOT CONCERNED,52
NONRESIDENTIAL,2,GREATER DUWAMISH,1952,1.0,1,0,35310,10471.0,9875.0,8877.0,,1331469.75,44.68,3,MIXED USE,STORAGE,STORAGE,64
NONRESIDENTIAL,2,GREATER DUWAMISH,1962,1.0,3,0,36140,34733.0,0.0,0.0,,4653535.0,32.44,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,54
NONRESIDENTIAL,3,DOWNTOWN,1991,1.0,2,21384,26579,29640.0,6000.0,0.0,,8163413.0,298.91,2,OTHER SERVICES AND FACILITIES,PARKING,NOT CONCERNED,25
NONRESIDENTIAL,2,DOWNTOWN,1930,1.0,1,0,23903,18350.0,4500.0,0.0,65.0,415364.5938,14.37,2,STORAGE,OTHER SERVICES AND FACILITIES,NOT CONCERNED,86
NONRESIDENTIAL,4,NORTHEAST,1947,1.0,3,0,22522,22522.0,0.0,0.0,,561473.875,23.52,1,STORAGE,NOT CONCERNED,NOT CONCERNED,69
NONRESIDENTIAL,4,NORTHEAST,1996,1.0,4,0,38959,38959.0,0.0,0.0,,905750.375,23.84,1,STORAGE,NOT CONCERNED,NOT CONCERNED,20
NONRESIDENTIAL,3,GREATER DUWAMISH,1928,1.0,2,0,25955,14150.0,8745.0,3060.0,,1218112.0,8.49,3,STORAGE,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,88
NONRESIDENTIAL,5,NORTHWEST,1951,1.0,2,0,21936,21936.0,0.0,0.0,96.0,608755.375,28.78,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,65
NONRESIDENTIAL,5,NORTH,1960,1.0,1,0,25406,25406.0,0.0,0.0,,2442220.0,41.96,3,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,56
NONRESIDENTIAL,2,SOUTHEAST,1967,1.0,2,0,23250,22014.0,0.0,0.0,55.0,904236.0,6.3,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,49
NONRESIDENTIAL,2,GREATER DUWAMISH,1960,1.0,1,0,30000,30000.0,0.0,0.0,32.0,2794837.0,120.72,2,STORAGE,PARKING,NOT CONCERNED,56
NONRESIDENTIAL COS,2,GREATER DUWAMISH,1962,1.0,1,0,45036,21110.0,14074.0,6755.0,,1791697.75,49.53,6,STORAGE,OFFICE AND BUSINESS,OFFICE AND BUSINESS,54
SPS-DISTRICT K-12,1,SOUTHWEST,1962,1.0,1,0,51410,51410.0,0.0,0.0,87.0,1968907.25,64.79,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,54
NONRESIDENTIAL,7,DOWNTOWN,2009,1.0,39,112124,962428,311521.0,303000.0,141450.0,65.0,26416770.0,449.59,3,MIXED USE,HOTEL,PARKING,7
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1959,1.0,2,0,122679,101035.0,2000.0,0.0,,16378152.0,588.25,2,EDUCATION,FOOD AND BEVERAGE,NOT CONCERNED,57
CAMPUS,7,MAGNOLIA / QUEEN ANNE,1945,14.0,2,0,537000,533826.0,0.0,0.0,,90609640.0,3768.66,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,71
NONRESIDENTIAL,5,NORTH,1980,1.0,4,0,23022,23022.0,0.0,0.0,78.0,1027230.875,14.64,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,36
NONRESIDENTIAL,2,GREATER DUWAMISH,1967,1.0,1,0,27263,22000.0,2700.0,2500.0,,2470642.0,17.22,3,STORAGE,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,49
NONRESIDENTIAL,2,GREATER DUWAMISH,1962,1.0,1,0,31569,33000.0,0.0,0.0,12.0,3064039.5,125.59,1,STORAGE,NOT CONCERNED,NOT CONCERNED,54
NONRESIDENTIAL,2,GREATER DUWAMISH,1956,1.0,1,0,22509,22509.0,0.0,0.0,57.0,177812.7969,1.24,1,STORAGE,NOT CONCERNED,NOT CONCERNED,60
NONRESIDENTIAL,2,GREATER DUWAMISH,1956,1.0,1,0,39984,31184.0,8800.0,0.0,75.0,1073156.375,36.82,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,60
SPS-DISTRICT K-12,3,EAST,1925,1.0,2,0,73769,73769.0,0.0,0.0,92.0,2556131.0,94.85,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,91
NONRESIDENTIAL,3,EAST,1906,1.0,1,0,26440,26440.0,0.0,0.0,91.0,719905.1875,27.93,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,110
SPS-DISTRICT K-12,4,NORTHEAST,1961,1.0,1,0,43578,45370.0,0.0,0.0,83.0,1436773.875,24.63,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,55
NONRESIDENTIAL,3,GREATER DUWAMISH,1956,1.0,2,0,28800,28800.0,0.0,0.0,,1143826.625,29.44,1,STORAGE,NOT CONCERNED,NOT CONCERNED,60
NONRESIDENTIAL,3,CENTRAL,2009,4.0,2,0,28500,31100.0,0.0,0.0,92.0,1162561.125,28.64,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,7
NONRESIDENTIAL,3,LAKE UNION,1978,1.0,2,0,26519,13592.0,12927.0,0.0,,3717064.0,97.27,2,FOOD AND BEVERAGE,OFFICE AND BUSINESS,NOT CONCERNED,38
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1921,1.0,2,0,26300,26300.0,0.0,0.0,,3537841.5,116.94,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,95
NONRESIDENTIAL,7,LAKE UNION,1962,0.0,2,0,34072,34072.0,0.0,0.0,,6584966.5,226.81,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,54
NONRESIDENTIAL,7,LAKE UNION,1949,1.0,3,0,23355,21915.0,0.0,0.0,77.0,840549.375,5.86,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,67
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1965,1.0,4,0,30840,29255.0,1180.0,0.0,30.0,3542708.5,101.21,2,OFFICE AND BUSINESS,FOOD AND BEVERAGE,NOT CONCERNED,51
NONRESIDENTIAL,4,NORTHEAST,1946,1.0,1,0,20332,20332.0,0.0,0.0,,392683.6875,10.99,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,70
NONRESIDENTIAL,3,CENTRAL,1900,1.0,1,0,21850,21850.0,0.0,0.0,100.0,317794.4063,13.09,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,116
NONRESIDENTIAL,4,NORTHEAST,1997,1.0,4,6985,25297,12600.0,6985.0,6576.0,,1391714.25,34.62,4,MIXED USE,PARKING,OTHER SERVICES AND FACILITIES,19
NONRESIDENTIAL,7,DOWNTOWN,1983,1.0,13,83064,224493,162422.0,83064.0,55065.0,,9512829.0,66.32,4,OFFICE AND BUSINESS,PARKING,RESIDENTIAL AND HOUSING,33
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1918,1.0,2,0,28309,28309.0,0.0,0.0,,430308.9063,11.85,1,STORAGE,NOT CONCERNED,NOT CONCERNED,98
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,5,0,38376,29258.0,2409.0,0.0,,2058532.875,14.35,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,116
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,4,0,42804,24120.0,6583.0,0.0,,1544501.75,46.53,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,116
NONRESIDENTIAL,7,DOWNTOWN,2005,0.0,5,0,57600,27600.0,16000.0,7000.0,,6983736.0,223.36,4,MIXED USE,RESIDENTIAL AND HOUSING,OFFICE AND BUSINESS,11
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,4,0,33300,26639.0,2820.0,2377.0,,1287497.375,18.76,4,OFFICE AND BUSINESS,FOOD AND BEVERAGE,RETAIL AND PERSONAL SERVICES,116
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,3,0,25450,25450.0,0.0,0.0,99.0,503744.6875,3.51,1,HOTEL,NOT CONCERNED,NOT CONCERNED,116
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,3,0,22200,22200.0,0.0,0.0,,188745.7031,7.05,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,116
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1968,1.0,2,0,29498,19749.0,9148.0,0.0,,3768900.5,50.05,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,48
NONRESIDENTIAL,4,LAKE UNION,1938,1.0,1,0,23050,23050.0,0.0,0.0,27.0,466672.6875,3.25,1,STORAGE,NOT CONCERNED,NOT CONCERNED,78
NONRESIDENTIAL,4,NORTHEAST,1930,1.0,1,0,46059,46000.0,0.0,0.0,82.0,1582655.875,20.66,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,86
NONRESIDENTIAL,4,NORTHEAST,1970,1.0,2,0,23595,23595.0,0.0,0.0,72.0,817409.625,6.53,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,46
NONRESIDENTIAL,7,DOWNTOWN,1902,1.0,4,0,39030,32001.0,6685.0,0.0,99.0,713326.875,13.69,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,114
NONRESIDENTIAL,7,DOWNTOWN,1909,0.0,3,0,47215,23659.0,22376.0,0.0,58.0,2092696.0,63.81,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,107
NONRESIDENTIAL COS,3,EAST,1926,1.0,2,27000,34580,36280.0,23154.0,0.0,,4199443.0,69.53,2,OTHER SERVICES AND FACILITIES,PARKING,NOT CONCERNED,90
NONRESIDENTIAL,3,EAST,1917,1.0,3,0,30720,29720.0,1000.0,0.0,,1288669.5,25.53,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,99
NONRESIDENTIAL,3,EAST,1916,1.0,2,0,20640,9750.0,9212.0,2450.0,,412562.4063,2.88,3,MIXED USE,OFFICE AND BUSINESS,FOOD AND BEVERAGE,100
NONRESIDENTIAL,3,EAST,1912,1.0,2,0,34914,14983.0,10638.0,5837.0,,1333289.625,9.29,3,MIXED USE,FOOD AND BEVERAGE,OFFICE AND BUSINESS,104
NONRESIDENTIAL,3,EAST,1906,1.0,3,0,20897,10228.0,3433.0,3400.0,,964923.8125,17.79,3,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,STORAGE,110
NONRESIDENTIAL,3,EAST,1916,1.0,2,0,36940,36940.0,0.0,0.0,100.0,336745.4063,2.35,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,100
NONRESIDENTIAL,3,EAST,1913,1.0,3,0,22866,22866.0,0.0,0.0,,1153690.125,20.76,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,103
NONRESIDENTIAL,3,EAST,1920,1.0,1,0,30240,32205.0,714.0,0.0,78.0,1264626.875,18.19,2,RETAIL AND PERSONAL SERVICES,FOOD AND BEVERAGE,NOT CONCERNED,96
NONRESIDENTIAL,3,EAST,1910,1.0,3,0,32100,21400.0,10700.0,0.0,,108200.3984,5.22,2,RESIDENTIAL AND HOUSING,ENTERTAINMENT AND LEISURE,NOT CONCERNED,106
NONRESIDENTIAL,4,NORTHEAST,1962,1.0,2,0,28586,27022.0,0.0,0.0,,5078204.0,35.4,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,54
NONRESIDENTIAL,2,DOWNTOWN,1908,1.0,3,0,28800,21600.0,7200.0,0.0,,4644346.0,190.45,2,HOTEL,FOOD AND BEVERAGE,NOT CONCERNED,108
NONRESIDENTIAL,2,DOWNTOWN,1979,1.0,3,0,35202,24227.0,9127.0,0.0,2.0,3605755.5,25.14,2,OFFICE AND BUSINESS,OFFICE AND BUSINESS,NOT CONCERNED,37
NONRESIDENTIAL,7,EAST,1969,1.0,6,26082,69035,69035.0,26082.0,0.0,1.0,7202141.5,183.79,2,HEALTH AND MEDICAL,PARKING,NOT CONCERNED,47
NONRESIDENTIAL,3,EAST,1910,1.0,2,0,24600,24600.0,0.0,0.0,69.0,331059.5,5.66,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,106
NONRESIDENTIAL,1,SOUTHWEST,1961,0.0,3,0,54863,109726.0,0.0,0.0,100.0,2037720.625,14.21,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,55
NONRESIDENTIAL,2,GREATER DUWAMISH,1964,1.0,1,0,25000,13393.0,7500.0,4107.0,,1989103.875,65.89,3,STORAGE,FOOD AND BEVERAGE,OFFICE AND BUSINESS,52
NONRESIDENTIAL,2,GREATER DUWAMISH,1960,1.0,1,0,25000,24000.0,1000.0,0.0,,287132.5,8.61,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,56
NONRESIDENTIAL,2,GREATER DUWAMISH,1927,1.0,1,0,22622,23000.0,0.0,0.0,,774075.6875,26.56,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,89
NONRESIDENTIAL,3,EAST,1917,1.0,3,0,27544,22365.0,3744.0,0.0,94.0,1031667.5,17.41,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,99
NONRESIDENTIAL,7,DOWNTOWN,1989,1.0,7,0,47415,25884.0,7000.0,5713.0,,1478979.25,10.31,4,OFFICE AND BUSINESS,PARKING,RESIDENTIAL AND HOUSING,27
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1961,1.0,3,0,22960,22960.0,0.0,0.0,,2266983.0,95.38,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,55
NONRESIDENTIAL,3,EAST,1998,1.0,1,0,44739,44739.0,0.0,0.0,17.0,14585813.0,393.07,2,FOOD AND BEVERAGE,PARKING,NOT CONCERNED,18
NONRESIDENTIAL,4,NORTHEAST,1948,1.0,1,0,22778,21194.0,12923.0,3720.0,,2470566.0,120.86,5,MIXED USE,OFFICE AND BUSINESS,FOOD AND BEVERAGE,68
NONRESIDENTIAL,6,BALLARD,1956,1.0,2,0,21562,21052.0,400.0,0.0,20.0,866806.0,37.28,2,OTHER SERVICES AND FACILITIES,EDUCATION,NOT CONCERNED,60
NONRESIDENTIAL,3,CENTRAL,1959,1.0,1,0,25753,25753.0,0.0,0.0,,1378130.25,62.51,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,57
SPS-DISTRICT K-12,3,EAST,1925,1.0,3,0,38297,38297.0,0.0,0.0,85.0,1845150.625,69.18,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,91
NONRESIDENTIAL,3,EAST,1963,1.0,16,0,153312,148590.0,72317.0,4722.0,51.0,20628680.0,792.6,3,HEALTH AND MEDICAL,PARKING,OTHER SERVICES AND FACILITIES,53
NONRESIDENTIAL,7,DOWNTOWN,2009,1.0,19,201857,1004813,319361.0,181047.0,177210.0,87.0,27684480.0,393.29,4,MIXED USE,RESIDENTIAL AND HOUSING,PARKING,7
NONRESIDENTIAL,2,SOUTHEAST,1968,1.0,1,0,24200,24200.0,0.0,0.0,73.0,826488.6875,22.38,2,OTHER SERVICES AND FACILITIES,PARKING,NOT CONCERNED,48
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1981,1.0,4,2211,21302,15200.0,2600.0,1800.0,,1740568.25,49.79,5,RESIDENTIAL AND HOUSING,OFFICE AND BUSINESS,ENTERTAINMENT AND LEISURE,35
NONRESIDENTIAL,1,DELRIDGE,1994,1.0,3,0,66610,66720.0,0.0,0.0,,640377.0,18.81,1,STORAGE,NOT CONCERNED,NOT CONCERNED,22
NONRESIDENTIAL,2,GREATER DUWAMISH,1950,1.0,1,0,36000,34000.0,1400.0,0.0,,3646053.75,58.79,2,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,NOT CONCERNED,66
NONRESIDENTIAL,5,NORTHWEST,1938,1.0,2,0,23222,15006.0,0.0,0.0,62.0,1219863.125,55.06,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,78
NONRESIDENTIAL,3,EAST,1924,1.0,2,0,24476,7501.0,5872.0,5375.0,,2662054.25,91.69,6,MIXED USE,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,92
NONRESIDENTIAL,3,EAST,1910,0.0,2,0,24750,19240.0,2050.0,1250.0,,782343.8125,28.07,3,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,HEALTH AND MEDICAL,106
NONRESIDENTIAL,3,EAST,1904,1.0,3,0,60000,48783.0,0.0,0.0,52.0,3625407.5,121.63,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,112
NONRESIDENTIAL,3,EAST,1954,1.0,2,0,46560,46560.0,0.0,0.0,,690557.6875,17.31,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,62
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1980,1.0,3,0,30408,25000.0,5408.0,0.0,61.0,1440554.25,10.04,2,OTHER SERVICES AND FACILITIES,PARKING,NOT CONCERNED,36
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1920,1.0,3,0,30109,28400.0,7200.0,0.0,89.0,1465795.75,34.03,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,96
SPS-DISTRICT K-12,1,SOUTHWEST,1964,1.0,2,0,39929,39929.0,0.0,0.0,82.0,1813718.0,47.18,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,52
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1960,1.0,2,0,25481,25481.0,0.0,0.0,92.0,917100.3125,38.59,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,56
NONRESIDENTIAL,2,SOUTHEAST,1967,1.0,1,0,141297,141297.0,0.0,0.0,76.0,19423344.0,717.93,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,49
NONRESIDENTIAL,7,LAKE UNION,1912,1.0,2,0,27788,32610.0,4874.0,0.0,73.0,2119806.25,35.99,2,OFFICE AND BUSINESS,FOOD AND BEVERAGE,NOT CONCERNED,104
NONRESIDENTIAL,5,NORTHWEST,1990,1.0,4,8584,33120,41704.0,0.0,0.0,73.0,1943899.25,58.52,1,HOTEL,NOT CONCERNED,NOT CONCERNED,26
NONRESIDENTIAL,2,GREATER DUWAMISH,1941,1.0,2,0,22324,21000.0,0.0,0.0,53.0,588856.125,22.33,1,STORAGE,NOT CONCERNED,NOT CONCERNED,75
NONRESIDENTIAL,2,GREATER DUWAMISH,1946,1.0,2,0,31360,32000.0,0.0,0.0,,1725108.25,39.65,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,70
NONRESIDENTIAL,2,GREATER DUWAMISH,1947,1.0,1,0,30496,14344.0,10272.0,8012.0,,1992158.25,46.01,3,MIXED USE,OFFICE AND BUSINESS,OFFICE AND BUSINESS,69
NONRESIDENTIAL,3,EAST,1922,1.0,3,0,27600,13175.0,9175.0,0.0,84.0,1072151.375,12.57,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,94
NONRESIDENTIAL,6,NORTHWEST,1961,1.0,2,0,55974,56000.0,0.0,0.0,98.0,6135173.0,203.21,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,55
SPS-DISTRICT K-12,2,GREATER DUWAMISH,1971,1.0,2,0,52901,52901.0,0.0,0.0,75.0,2240342.0,60.2,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,45
NONRESIDENTIAL,5,NORTH,1954,1.0,1,0,22583,22583.0,0.0,0.0,95.0,1981360.0,70.92,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,62
NONRESIDENTIAL,4,LAKE UNION,1997,0.0,3,7358,24328,25927.0,6750.0,3743.0,35.0,2305643.5,16.07,4,OFFICE AND BUSINESS,PARKING,FOOD AND BEVERAGE,19
NONRESIDENTIAL,4,LAKE UNION,1981,1.0,3,6034,20660,24914.0,4720.0,0.0,92.0,720170.6875,5.02,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,35
NONRESIDENTIAL,5,NORTHWEST,1972,1.0,1,0,29400,25000.0,0.0,0.0,69.0,227509.5,1.59,1,STORAGE,NOT CONCERNED,NOT CONCERNED,44
NONRESIDENTIAL,2,GREATER DUWAMISH,1992,1.0,3,0,22452,22452.0,0.0,0.0,85.0,1244150.0,41.88,1,HOTEL,NOT CONCERNED,NOT CONCERNED,24
NONRESIDENTIAL,4,NORTHEAST,1912,1.0,2,0,25767,17434.0,0.0,0.0,22.0,1581352.75,11.02,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,104
NONRESIDENTIAL,4,NORTHEAST,1953,1.0,4,0,33910,14585.0,14462.0,0.0,75.0,1822834.25,38.21,2,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,NOT CONCERNED,63
NONRESIDENTIAL,4,NORTHEAST,1927,1.0,2,0,78401,62400.0,9940.0,4960.0,,2462408.25,87.41,4,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,EDUCATION,89
NONRESIDENTIAL,4,LAKE UNION,1979,1.0,2,0,78716,41275.0,29399.0,6278.0,38.0,4103800.75,48.13,4,STORAGE,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,37
NONRESIDENTIAL,4,LAKE UNION,1910,1.0,2,0,33300,30740.0,0.0,0.0,92.0,1594733.625,69.2,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,106
NONRESIDENTIAL,4,LAKE UNION,1957,1.0,1,0,28808,31174.0,0.0,0.0,29.0,9232576.0,226.73,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,59
NONRESIDENTIAL,4,NORTHEAST,1957,1.0,1,7004,20962,20962.0,7004.0,0.0,58.0,1100499.75,7.67,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,59
NONRESIDENTIAL,4,NORTHEAST,1950,1.0,1,0,26226,25828.0,0.0,0.0,37.0,7588060.5,156.18,2,FOOD AND BEVERAGE,PARKING,NOT CONCERNED,66
NONRESIDENTIAL,4,NORTHEAST,1976,1.0,2,15755,19193,19183.0,19183.0,0.0,17.0,1159807.125,8.09,2,MIXED USE,PARKING,NOT CONCERNED,40
NONRESIDENTIAL,4,LAKE UNION,1998,1.0,3,9999,27640,20434.0,7557.0,0.0,,6197824.5,43.21,2,OFFICE AND BUSINESS,HEALTH AND MEDICAL,NOT CONCERNED,18
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,4,0,22840,18400.0,4440.0,0.0,64.0,881386.1875,6.14,2,OFFICE AND BUSINESS,OTHER SERVICES AND FACILITIES,NOT CONCERNED,116
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,1,0,21420,10420.0,5000.0,2000.0,,810636.875,9.72,5,OTHER SERVICES AND FACILITIES,ENTERTAINMENT AND LEISURE,FOOD AND BEVERAGE,116
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,1,0,20880,20880.0,0.0,0.0,94.0,683274.0,4.76,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,116
NONRESIDENTIAL,7,DOWNTOWN,1966,1.0,3,0,26000,13000.0,13000.0,0.0,,1063035.875,18.62,2,MIXED USE,ENTERTAINMENT AND LEISURE,NOT CONCERNED,50
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,3,0,38675,12100.0,4281.0,0.0,,1938776.75,43.91,2,OFFICE AND BUSINESS,FOOD AND BEVERAGE,NOT CONCERNED,116
NONRESIDENTIAL,2,SOUTHEAST,2010,1.0,2,0,25880,25880.0,0.0,0.0,8.0,1941728.75,19.81,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,6
NONRESIDENTIAL,4,NORTHEAST,1927,1.0,3,0,41013,32098.0,2310.0,0.0,,1080821.0,37.43,2,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,NOT CONCERNED,89
NONRESIDENTIAL,4,NORTHEAST,2004,1.0,2,0,21075,18075.0,3000.0,0.0,,1581036.75,53.88,2,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,NOT CONCERNED,12
NONRESIDENTIAL,4,NORTHEAST,1950,1.0,3,0,46485,63922.0,0.0,0.0,83.0,1544995.75,47.03,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,66
NONRESIDENTIAL,6,NORTHWEST,1965,1.0,4,0,56896,40768.0,16128.0,0.0,96.0,1402048.5,28.46,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,51
NONRESIDENTIAL,6,NORTHWEST,1978,1.0,2,0,27500,27500.0,0.0,0.0,60.0,577123.125,14.79,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,38
NONRESIDENTIAL,2,DOWNTOWN,1930,1.0,2,0,36630,22000.0,11000.0,0.0,90.0,541943.3125,3.78,2,OFFICE AND BUSINESS,STORAGE,NOT CONCERNED,86
NONRESIDENTIAL,7,DOWNTOWN,1900,0.0,3,0,26830,16838.0,10000.0,0.0,,2099386.75,60.93,2,OFFICE AND BUSINESS,OTHER SERVICES AND FACILITIES,NOT CONCERNED,116
NONRESIDENTIAL,7,DOWNTOWN,1906,1.0,5,0,41920,41920.0,0.0,0.0,95.0,1103594.75,7.69,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,110
NONRESIDENTIAL,7,DOWNTOWN,1905,1.0,5,0,36879,44000.0,0.0,0.0,92.0,1537570.25,26.94,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,111
NONRESIDENTIAL,7,DOWNTOWN,1904,1.0,6,0,29820,29820.0,0.0,0.0,,1601955.625,35.72,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,112
NONRESIDENTIAL,7,DOWNTOWN,1905,0.0,2,0,33640,27322.0,0.0,0.0,70.0,1078535.75,7.52,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,111
